id,timestamp,x,y,sensor-id
1,2021-01-01 00:00:00,12.199197392086372, 49.68129926285667, 92
1,2021-01-01 00:05:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 00:10:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 00:15:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 00:20:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 00:25:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 00:30:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 00:35:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 00:40:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 00:45:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 00:50:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 00:55:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 01:00:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 01:05:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 01:10:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 01:15:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 01:20:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 01:25:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 01:30:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 01:35:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 01:40:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 01:45:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 01:50:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 01:55:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 02:00:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 02:05:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 02:10:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 02:15:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 02:20:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 02:25:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 02:30:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 02:35:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 02:40:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 02:45:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 02:50:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 02:55:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 03:00:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 03:05:00,12.199149183292423, 49.68135471740213, 88
1,2021-01-01 03:10:00,12.1992125956906, 49.6813784575751, 89
1,2021-01-01 03:15:00,12.199260804484549, 49.68132300302965, 93
1,2021-01-01 03:20:00,12.199309013278498, 49.681267548484186, 97
1,2021-01-01 03:25:00,12.199245600880321, 49.681243808311216, 96
1,2021-01-01 03:30:00,12.199182188482146, 49.681220068138245, 95
1,2021-01-01 03:35:00,12.199118776083969, 49.681196327965274, 94
1,2021-01-01 03:40:00,12.199118776083969, 49.681196327965274, 94
1,2021-01-01 03:45:00,12.199182188482146, 49.681220068138245, 95
1,2021-01-01 03:50:00,12.199245600880321, 49.681243808311216, 96
1,2021-01-01 03:55:00,12.199197392086372, 49.68129926285667, 92
1,2021-01-01 04:00:00,12.199197392086372, 49.68129926285667, 92
1,2021-01-01 04:05:00,12.199197392086372, 49.68129926285667, 92
1,2021-01-01 04:10:00,12.199197392086372, 49.68129926285667, 92
1,2021-01-01 04:15:00,12.199197392086372, 49.68129926285667, 92
1,2021-01-01 04:20:00,12.199197392086372, 49.68129926285667, 92
1,2021-01-01 04:25:00,12.199197392086372, 49.68129926285667, 92
1,2021-01-01 04:30:00,12.199197392086372, 49.68129926285667, 92
1,2021-01-01 04:35:00,12.199197392086372, 49.68129926285667, 92
1,2021-01-01 04:40:00,12.199197392086372, 49.68129926285667, 92
1,2021-01-01 04:45:00,12.199197392086372, 49.68129926285667, 92
1,2021-01-01 04:50:00,12.199197392086372, 49.68129926285667, 92
1,2021-01-01 04:55:00,12.199197392086372, 49.68129926285667, 92
1,2021-01-01 05:00:00,12.199197392086372, 49.68129926285667, 92
1,2021-01-01 05:05:00,12.199197392086372, 49.68129926285667, 92
1,2021-01-01 05:10:00,12.199197392086372, 49.68129926285667, 92
1,2021-01-01 05:15:00,12.199197392086372, 49.68129926285667, 92
1,2021-01-01 05:20:00,12.199197392086372, 49.68129926285667, 92
1,2021-01-01 05:25:00,12.199197392086372, 49.68129926285667, 92
1,2021-01-01 05:30:00,12.199197392086372, 49.68129926285667, 92
1,2021-01-01 05:35:00,12.199197392086372, 49.68129926285667, 92
1,2021-01-01 05:40:00,12.199197392086372, 49.68129926285667, 92
1,2021-01-01 05:45:00,12.199197392086372, 49.68129926285667, 92
1,2021-01-01 05:50:00,12.199197392086372, 49.68129926285667, 92
1,2021-01-01 05:55:00,12.199260804484549, 49.68132300302965, 93
1,2021-01-01 06:00:00,12.199260804484549, 49.68132300302965, 93
1,2021-01-01 06:05:00,12.1992125956906, 49.6813784575751, 89
1,2021-01-01 06:10:00,12.1992125956906, 49.6813784575751, 89
1,2021-01-01 06:15:00,12.19916438689665, 49.681433912120546, 85
1,2021-01-01 06:20:00,12.1991161781027, 49.68148936666601, 81
1,2021-01-01 06:25:00,12.199067969308752, 49.68154482121146, 77
1,2021-01-01 06:30:00,12.1991161781027, 49.68148936666601, 81
1,2021-01-01 06:35:00,12.199052765704526, 49.681465626493036, 80
1,2021-01-01 06:40:00,12.1991161781027, 49.68148936666601, 81
1,2021-01-01 06:45:00,12.199067969308752, 49.68154482121146, 77
1,2021-01-01 06:50:00,12.199019760514803, 49.68160027575692, 73
1,2021-01-01 06:55:00,12.198971551720856, 49.68165573030237, 69
1,2021-01-01 07:00:00,12.198908139322679, 49.6816319901294, 68
1,2021-01-01 07:05:00,12.198971551720856, 49.68165573030237, 69
1,2021-01-01 07:10:00,12.199019760514803, 49.68160027575692, 73
1,2021-01-01 07:15:00,12.199019760514803, 49.68160027575692, 73
1,2021-01-01 07:20:00,12.199067969308752, 49.68154482121146, 77
1,2021-01-01 07:25:00,12.199146638222231, 49.68165036696969, 24
1,2021-01-01 07:30:00,12.199423700256421, 49.68165036696969, 25
1,2021-01-01 07:35:00,12.199423700256421, 49.681832185151514, 30
1,2021-01-01 07:40:00,12.199423700256421, 49.681832185151514, 30
1,2021-01-01 07:45:00,12.199146638222231, 49.68201400333333, 37
1,2021-01-01 07:50:00,12.199146638222231, 49.68201400333333, 37
1,2021-01-01 07:55:00,12.199146638222231, 49.68219582151515, 46
1,2021-01-01 08:00:00,12.199146638222231, 49.682377639696966, 55
1,2021-01-01 08:05:00,12.198869576188043, 49.682377639696966, 54
1,2021-01-01 08:10:00,12.198869576188043, 49.68219582151515, 45
1,2021-01-01 08:15:00,12.199146638222231, 49.68219582151515, 46
1,2021-01-01 08:20:00,12.199423700256421, 49.68219582151515, 47
1,2021-01-01 08:25:00,12.199700762290611, 49.68219582151515, 48
1,2021-01-01 08:30:00,12.199700762290611, 49.68201400333333, 39
1,2021-01-01 08:35:00,12.199977824324801, 49.68201400333333, 40
1,2021-01-01 08:40:00,12.199977824324801, 49.681832185151514, 32
1,2021-01-01 08:45:00,12.199977824324801, 49.68165036696969, 27
1,2021-01-01 08:50:00,12.199977824324801, 49.681468548787876, 19
1,2021-01-01 08:55:00,12.199700762290611, 49.681468548787876, 18
1,2021-01-01 09:00:00,12.199700762290611, 49.68165036696969, 26
1,2021-01-01 09:05:00,12.199423700256421, 49.68165036696969, 25
1,2021-01-01 09:10:00,12.199146638222231, 49.68165036696969, 24
1,2021-01-01 09:15:00,12.199067969308752, 49.68154482121146, 77
1,2021-01-01 09:20:00,12.1991161781027, 49.68148936666601, 81
1,2021-01-01 09:25:00,12.1991161781027, 49.68148936666601, 81
1,2021-01-01 09:30:00,12.1991161781027, 49.68148936666601, 81
1,2021-01-01 09:35:00,12.1991161781027, 49.68148936666601, 81
1,2021-01-01 09:40:00,12.1991161781027, 49.68148936666601, 81
1,2021-01-01 09:45:00,12.19916438689665, 49.681433912120546, 85
1,2021-01-01 09:50:00,12.1992125956906, 49.6813784575751, 89
1,2021-01-01 09:55:00,12.199149183292423, 49.68135471740213, 88
